# GREAT version 3.0.0	Species assembly: hg19	Association rule: Single nearest gene: 100000 bp max extension, curated regulatory domains included
NA_peak_21486	PDE5A (-68969)
NA_peak_8266	SOX21 (-3467)
NA_peak_8212	NONE
NA_peak_8076	NONE
NA_peak_7710	NONE
NA_peak_7527	GTF2F2 (-39261)
NA_peak_7292	MEDAG (+79074)
NA_peak_6771	CRADD (+42169)
NA_peak_5626	PHC1 (-1598)
NA_peak_6594	TSPAN19 (-36233)
NA_peak_6458	NONE
NA_peak_2494	NONE
NA_peak_2283	NONE
NA_peak_5844	NONE
NA_peak_2247	DISP1 (-15542)
NA_peak_2170	RRP15 (+14400)
NA_peak_7113	NONE
NA_peak_1848	RGS21 (-57784)
NA_peak_1775	NONE
NA_peak_1739	TSEN15 (+17346)
NA_peak_4446	RCN1 (-19590)
NA_peak_5357	NXPE2 (-17674)
NA_peak_5255	GUCY1A2 (+76271)
NA_peak_1083	PALMD (-58225)
NA_peak_3607	NONE
NA_peak_3599	NONE
NA_peak_3577	NONE
NA_peak_3574	NONE
NA_peak_3537	NONE
NA_peak_3474	C10orf11 (-37094)
NA_peak_3323	ADO (-71682)
NA_peak_3178	NONE
NA_peak_3016	NONE
NA_peak_2826	SPAG6 (+55620)
NA_peak_12908	ZNF532 (+9799)
NA_peak_33248	NONE
NA_peak_31444	ROR2 (+92372)
NA_peak_29696	LY96 (+57728)
NA_peak_25847	SPACA1 (-78025)
NA_peak_12134	YES1 (-20802)
NA_peak_24906	EDN1 (+81623)
NA_peak_14105	PELI1 (+24551)
NA_peak_15576	ZNF804A (-972)
NA_peak_31371	NONE
NA_peak_29453	LYPLA1 (+1308)
NA_peak_16714	NONE
NA_peak_2402	IRF2BP2 (-13121)
NA_peak_32059	ACE2 (-15824)
NA_peak_30983	GRHPR (-95173)
NA_peak_30732	CER1 (-851)
NA_peak_31844	NTNG2 (-25453)
NA_peak_31820	ST6GALNAC6 (-1536)
NA_peak_29951	TMEM64 (+76634)
NA_peak_29101	INTS10 (-37344)
NA_peak_27904	NONE
NA_peak_28712	NONE
NA_peak_21535	SPRY1 (-2234)
NA_peak_21428	NONE
NA_peak_18358	NONE
NA_peak_18164	FHIT (-48098)
NA_peak_13651	NONE
NA_peak_11810	VMP1 (+48669)
NA_peak_7130	NONE
NA_peak_7015	NONE
NA_peak_5419	BLID (+14256)
NA_peak_72	NONE
NA_peak_4012	NONE
NA_peak_11279	NONE
NA_peak_30349	NONE
NA_peak_281	RIMS3 (+11459)
NA_peak_11218	GLP2R (+3284)
NA_peak_11446	SPACA3 (-29037)
NA_peak_9501	EIF5 (-14317)
NA_peak_32439	MID1IP1 (+2794)
NA_peak_29691	TERF1 (-79551)
NA_peak_4742	ACY3 (-2167)
NA_peak_32716	POU3F4 (+1606)
NA_peak_32938	NONE
NA_peak_31129	NONE
NA_peak_30371	MYC (+82277)
NA_peak_15459	AGPS (+12795)
NA_peak_11804	YPEL2 (+61420)
NA_peak_7989	NONE
NA_peak_6442	NAP1L1 (+1425)
NA_peak_4799	XRRA1 (+99131)
NA_peak_4008	NANOS1 (-78510)
NA_peak_29990	RBM12B (+715)
NA_peak_29965	SLC26A7 (+84101)
NA_peak_28229	NONE
NA_peak_24822	LY86 (+92045)
NA_peak_24253	NRG2 (+13159)
NA_peak_20201	NONE
NA_peak_19707	NONE
NA_peak_18798	NONE
NA_peak_13874	PPM1B (-32172)
NA_peak_16086	EPHA4 (+19734)
NA_peak_16042	NONE
NA_peak_16519	CSRP2BP (+688)
NA_peak_16418	NONE
NA_peak_16404	NONE
NA_peak_13370	ARHGAP35 (+36268)
NA_peak_12187	NONE
NA_peak_675	NONE
NA_peak_10342	NONE
NA_peak_423	NONE
NA_peak_10119	NONE
NA_peak_9789	C15orf48 (+176)
NA_peak_9368	NONE
NA_peak_8907	ARF6 (+42690)
NA_peak_6332	CPSF6 (+17678)
NA_peak_2087	PROX1 (+19155)
NA_peak_7047	HSPB8 (+23410)
NA_peak_6989	DTX1 (+14269)
NA_peak_4920	NONE
NA_peak_97	NONE
NA_peak_1194	RBM15 (-770)
NA_peak_2757	NONE
NA_peak_24839	SNRNP48 (+66340)
NA_peak_17652	COLQ (+31428)
NA_peak_11344	ULK2 (-9330)
NA_peak_25720	ENSG00000269964 (-63394)
NA_peak_26494	L3MBTL3 (+86811)
NA_peak_20359	NONE
NA_peak_13443	NONE
NA_peak_9830	FBN1 (+81490)
NA_peak_8947	CNIH (-153)
NA_peak_6808	ELK3 (+21166)
NA_peak_33093	NONE
NA_peak_27087	NONE
NA_peak_20683	NONE
NA_peak_5168	BIRC3 (-37849)
NA_peak_28838	NONE
NA_peak_19020	MGLL (-82691)
NA_peak_3790	TRIM8 (+31368)
NA_peak_32458	USP9X (+24107)
NA_peak_17417	RBFOX2 (+9051)
NA_peak_17345	MN1 (-1168)
NA_peak_24801	NONE
NA_peak_12070	SEPT9 (-60216)
NA_peak_23400	NONE
NA_peak_13471	NONE
NA_peak_8481	NONE
NA_peak_68	PEX14 (+502)
NA_peak_9505	C14orf144 (-24586)
NA_peak_10514	MKL2 (-5736)
NA_peak_10281	NONE
NA_peak_185	SYF2 (+23462)
NA_peak_31805	LMX1B (-27486)
NA_peak_28084	KIAA1324L (+55335)
NA_peak_25200	TUBB (-1056)
NA_peak_7293	MEDAG (+92339)
NA_peak_13234	GDF15 (-1933)
NA_peak_12041	SLC9A3R1 (+2061)
NA_peak_1228	OLFML3 (+42389)
NA_peak_14647	TFCP2L1 (+99358)
NA_peak_4695	CD6 (+21735)
NA_peak_1311	NOTCH2 (-27663)
NA_peak_22938	ENSG00000177453 (+340)
NA_peak_16316	NONE
NA_peak_16842	EDN3 (+62540)
NA_peak_9401	CALM1 (+36383)
NA_peak_4088	NONE
NA_peak_16062	SLC4A3 (-8519)
NA_peak_3475	C10orf11 (-18555)
NA_peak_33362	ZIC3 (+5529)
NA_peak_21335	OSTC (+48057)
NA_peak_14258	NONE
NA_peak_13644	NONE
NA_peak_29974	RUNX1T1 (+1272)
NA_peak_27864	NONE
NA_peak_18857	SLC35A5 (+558)
NA_peak_14552	NONE
NA_peak_16601	NONE
NA_peak_28	KLHL21 (-1636)
NA_peak_4601	CREB3L1 (+7870)
NA_peak_2518	NONE
NA_peak_11887	TEX2 (+26196)
NA_peak_16761	NONE
NA_peak_10082	NONE
NA_peak_31466	FANCC (+47745)
NA_peak_28393	LRRN3 (+1096)
NA_peak_23946	NONE
NA_peak_16234	NONE
NA_peak_15828	ICA1L (+82892)
NA_peak_9631	NONE
NA_peak_8564	NONE
NA_peak_199	WDTC1 (+19296)
NA_peak_6981	CUX2 (+71297)
NA_peak_6870	ANO4 (+75910)
NA_peak_6913	APPL2 (-82174)
NA_peak_17995	NONE
NA_peak_31452	WNK2 (-15943)
NA_peak_1005	NONE
NA_peak_12238	NONE
NA_peak_9812	NONE
NA_peak_7123	RIMBP2 (-71203)
NA_peak_12036	GPR142 (+6689)
NA_peak_31821	DPM2 (-48815)
NA_peak_1274	MAN1A2 (-68489)
NA_peak_13846	PKDCC (-97072)
NA_peak_3134	PRKG1 (-81456)
NA_peak_33538	NONE
NA_peak_32868	NONE
NA_peak_32837	NONE
NA_peak_32671	ZCCHC5 (+52425)
NA_peak_32504	KDM6A (+97540)
NA_peak_32332	NONE
NA_peak_32194	ZFX (+67363)
NA_peak_33482	AFF2 (+61629)
NA_peak_33399	NONE
NA_peak_33366	NONE
NA_peak_31898	CRLF2 (+6425)
NA_peak_33099	AGTR2 (+14606)
NA_peak_33076	NONE
NA_peak_32979	RBM41 (-17309)
NA_peak_31405	DAPK1 (+89071)
NA_peak_30573	RLN2 (+16144)
NA_peak_31030	NONE
NA_peak_30920	NONE
NA_peak_30914	NONE
NA_peak_31785	NONE
NA_peak_31593	RAD23B (-35777)
NA_peak_29935	OSGIN2 (+29159)
NA_peak_29569	NONE
NA_peak_29406	NONE
NA_peak_30452	NONE
NA_peak_29032	C8orf48 (+27460)
NA_peak_30085	ATP6V1C1 (+48167)
NA_peak_28201	NONE
NA_peak_27924	GNAT3 (+69333)
NA_peak_27678	C7orf69 (+50785)
NA_peak_27297	HDAC9 (+9475)
NA_peak_27295	NONE
NA_peak_27266	AGR3 (-7498)
NA_peak_28840	NONE
NA_peak_28648	COPG2 (+56665)
NA_peak_25979	NONE
NA_peak_25399	NONE
NA_peak_25375	RHAG (-31686)
NA_peak_25140	SCGN (+9064)
NA_peak_24780	NONE
NA_peak_26328	MAN1A1 (+14137)
NA_peak_26087	NONE
NA_peak_23438	RASA1 (+26133)
NA_peak_23262	NONE
NA_peak_23178	NONE
NA_peak_23982	NONE
NA_peak_23770	NONE
NA_peak_21155	PDHA2 (-73041)
NA_peak_20844	SHROOM3 (+15799)
NA_peak_20664	NONE
NA_peak_20517	NONE
NA_peak_20432	NONE
NA_peak_20427	GRXCR1 (-68403)
NA_peak_20395	PDS5A (+58196)

