# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
NA_peak_1	OR4F5 (-26466)
NA_peak_32223	ARX (-803968), MAGEB18 (-318427)
NA_peak_32224	ARX (-928028), MAGEB18 (-194367)
NA_peak_32225	MAGEB18 (-86392)
NA_peak_32226	MAGEB6 (-4999)
NA_peak_32227	MAGEB5 (-12900), MAGEB6 (+10829)
NA_peak_32228	MAGEB5 (-7952), MAGEB6 (+15777)
NA_peak_32229	MAGEB5 (+78736)
NA_peak_32230	MAGEB5 (+80855)
NA_peak_32231	MAGEB5 (+121033)
NA_peak_32232	MAGEB5 (+145927)
NA_peak_32233	MAGEB5 (+335457)
NA_peak_32234	MAGEB5 (+417367)
NA_peak_32235	MAGEB5 (+447400)
NA_peak_32236	MAGEB5 (+447875)
NA_peak_32237	MAGEB5 (+572580)
NA_peak_32238	MAGEB5 (+679742)
NA_peak_32239	MAGEB5 (+697289)
NA_peak_32240	MAGEB5 (+698069)
NA_peak_32241	MAGEB5 (+800784)
NA_peak_32242	MAGEB5 (+825184)
NA_peak_32243	MAGEB5 (+927955)
NA_peak_32244	NONE
NA_peak_32245	NONE
NA_peak_32246	NONE
NA_peak_32247	NONE
NA_peak_32248	NONE
NA_peak_32249	NONE
NA_peak_32250	IL1RAPL1 (-997359)
NA_peak_32251	IL1RAPL1 (-996940)
NA_peak_32252	IL1RAPL1 (-972018)
NA_peak_32253	IL1RAPL1 (-963778)
NA_peak_32254	IL1RAPL1 (-908213)
NA_peak_32255	IL1RAPL1 (-791520)
NA_peak_32256	IL1RAPL1 (-715921)
NA_peak_32257	IL1RAPL1 (-676317)
NA_peak_32258	IL1RAPL1 (-665414)
NA_peak_32259	IL1RAPL1 (-631731)
NA_peak_32260	IL1RAPL1 (-588708)
NA_peak_32261	IL1RAPL1 (-530484)
NA_peak_32262	IL1RAPL1 (-480737)
NA_peak_32263	IL1RAPL1 (-478584)
NA_peak_32264	IL1RAPL1 (-476125)
NA_peak_32265	IL1RAPL1 (-448604)
NA_peak_32266	IL1RAPL1 (-345087)
NA_peak_32267	IL1RAPL1 (-115314)
NA_peak_32268	IL1RAPL1 (-53922)
NA_peak_32269	IL1RAPL1 (+1652)
NA_peak_32270	IL1RAPL1 (+41092)
NA_peak_32271	IL1RAPL1 (+82858)
NA_peak_32272	IL1RAPL1 (+84892)
NA_peak_32273	IL1RAPL1 (+256539)
NA_peak_32274	IL1RAPL1 (+320749)
NA_peak_32275	IL1RAPL1 (+321107)
NA_peak_32276	IL1RAPL1 (+322198)
NA_peak_32277	IL1RAPL1 (+400614)
NA_peak_32278	IL1RAPL1 (+411226)
NA_peak_32279	IL1RAPL1 (+436613)
NA_peak_32280	IL1RAPL1 (+522968)
NA_peak_32281	IL1RAPL1 (+525940)
NA_peak_32282	IL1RAPL1 (+538025)
NA_peak_32283	IL1RAPL1 (+577140)
NA_peak_32284	IL1RAPL1 (+579634)
NA_peak_32285	IL1RAPL1 (+614217)
NA_peak_32286	IL1RAPL1 (+629871)
NA_peak_32287	IL1RAPL1 (+631504)
NA_peak_32288	IL1RAPL1 (+694218)
NA_peak_32289	IL1RAPL1 (+729392), NR0B1 (+992807)
NA_peak_32290	IL1RAPL1 (+786330), NR0B1 (+935869)
NA_peak_32291	IL1RAPL1 (+802525), NR0B1 (+919674)
NA_peak_32292	IL1RAPL1 (+827390), NR0B1 (+894809)
NA_peak_32293	IL1RAPL1 (+850950), NR0B1 (+871249)
NA_peak_32294	IL1RAPL1 (+853390), NR0B1 (+868809)
NA_peak_32295	NR0B1 (+811094), IL1RAPL1 (+911105)
NA_peak_32296	NR0B1 (+807000), IL1RAPL1 (+915199)
NA_peak_32297	NR0B1 (+771420), IL1RAPL1 (+950779)
NA_peak_32298	NR0B1 (+756834), IL1RAPL1 (+965365)
NA_peak_32299	NR0B1 (+732886), IL1RAPL1 (+989313)
NA_peak_32300	NR0B1 (+680855)
NA_peak_32301	NR0B1 (+674184)
NA_peak_32302	NR0B1 (+635627)
NA_peak_32303	NR0B1 (+609845)
NA_peak_32304	NR0B1 (+587315)
NA_peak_32305	NR0B1 (+565541)
NA_peak_32306	NR0B1 (+460113)
NA_peak_32307	NR0B1 (+442997)
NA_peak_32308	NR0B1 (+352066)
NA_peak_32309	NR0B1 (+341221)
NA_peak_32310	NR0B1 (+291202)
NA_peak_32311	NR0B1 (+290084)
NA_peak_32312	NR0B1 (+261792)
NA_peak_32313	NR0B1 (+255835)
NA_peak_32314	NR0B1 (+249524)
NA_peak_32315	NR0B1 (+166127)
NA_peak_32316	NR0B1 (+156518)
NA_peak_32317	NR0B1 (+125928)
NA_peak_32318	NR0B1 (+44961)
NA_peak_32319	GK (-304423), NR0B1 (-39338)
NA_peak_32320	GK (-288922), NR0B1 (-54839)
NA_peak_32321	GK (-281854), NR0B1 (-61907)
NA_peak_32322	GK (-237878), NR0B1 (-105883)
NA_peak_32323	NR0B1 (-195000), GK (-148761)
NA_peak_32324	TAB3 (+40733), GK (+173110)
NA_peak_32325	TAB3 (-18195), FTHL17 (+186656)
NA_peak_32326	TAB3 (-69393), FTHL17 (+135458)
NA_peak_32327	TAB3 (-157455), FTHL17 (+47396)
NA_peak_32328	FTHL17 (-52576)
NA_peak_32329	FTHL17 (-93436)
NA_peak_32330	FTHL17 (-94369)
NA_peak_32331	FTHL17 (-127136)
NA_peak_32332	FTHL17 (-192488)
NA_peak_32333	FTHL17 (-202328)
NA_peak_32334	FTHL17 (-246958)
NA_peak_32335	FTHL17 (-256298)
NA_peak_32336	FTHL17 (-328617)
NA_peak_32337	FTHL17 (-436686)
NA_peak_32338	FTHL17 (-496073)
NA_peak_32339	FTHL17 (-511458)
NA_peak_32340	FTHL17 (-517593)
NA_peak_32341	FTHL17 (-601897)
NA_peak_32342	FTHL17 (-612764)
NA_peak_32343	FTHL17 (-703352)
NA_peak_32344	FTHL17 (-735284)
NA_peak_32345	FTHL17 (-760040)
NA_peak_32346	FTHL17 (-763850)
NA_peak_32347	FTHL17 (-817264)
NA_peak_32348	FTHL17 (-903938)
NA_peak_32349	FTHL17 (-926989)
NA_peak_32350	NONE
NA_peak_32351	NONE
NA_peak_32352	DMD (+682760)
NA_peak_32353	DMD (+681504)
NA_peak_32354	DMD (+674864)
NA_peak_32355	DMD (+639903)
NA_peak_32356	DMD (+631009)
NA_peak_32357	DMD (+513796)
NA_peak_32358	DMD (+432290)
NA_peak_32359	DMD (+426923)
NA_peak_32360	DMD (+396606)
NA_peak_32361	DMD (+336522)
NA_peak_32362	DMD (+284449)
NA_peak_32363	DMD (+23070)
NA_peak_32364	DMD (-167127)
NA_peak_32365	DMD (-363639)
NA_peak_32366	DMD (-415526)
NA_peak_32367	DMD (-581892), TMEM47 (+863877)
NA_peak_32368	DMD (-624867), TMEM47 (+820902)
NA_peak_32369	DMD (-685117), TMEM47 (+760652)
NA_peak_32370	DMD (-750203), TMEM47 (+695566)
NA_peak_32371	DMD (-751611), TMEM47 (+694158)
NA_peak_32372	DMD (-867498), TMEM47 (+578271)
NA_peak_32373	DMD (-888407), TMEM47 (+557362)
NA_peak_32374	DMD (-892684), TMEM47 (+553085)
NA_peak_32375	DMD (-926086), TMEM47 (+519683)
NA_peak_32376	DMD (-928180), TMEM47 (+517589)
NA_peak_32377	DMD (-929912), TMEM47 (+515857)
NA_peak_32378	TMEM47 (+335158)
NA_peak_32379	TMEM47 (+332272)
NA_peak_32380	TMEM47 (+234171)
NA_peak_32381	TMEM47 (+187511)
NA_peak_32382	TMEM47 (+169169)
NA_peak_32383	TMEM47 (-245818)
NA_peak_32384	TMEM47 (-280540)
NA_peak_32385	TMEM47 (-309221)
NA_peak_32386	TMEM47 (-341321)
NA_peak_32387	TMEM47 (-343095)
NA_peak_32388	TMEM47 (-384255)
NA_peak_32389	CHDC2 (-851176), TMEM47 (-538472)
NA_peak_32390	TMEM47 (-758467), CHDC2 (-631181)
NA_peak_32391	TMEM47 (-802431), CHDC2 (-587217)
NA_peak_32392	TMEM47 (-896273), CHDC2 (-493375)
NA_peak_32393	TMEM47 (-899407), CHDC2 (-490241)
NA_peak_32394	TMEM47 (-899857), CHDC2 (-489791)
NA_peak_32395	TMEM47 (-918830), CHDC2 (-470818)
NA_peak_32396	CHDC2 (-345393)
NA_peak_32397	CHDC2 (-316984)
NA_peak_32398	CHDC2 (-261458)
NA_peak_32399	CHDC2 (-218575)
NA_peak_32400	CHDC2 (-209065)
NA_peak_32401	CHDC2 (-184451)
NA_peak_32402	CHDC2 (-157996)
NA_peak_32403	CHDC2 (-117495)
NA_peak_32404	CHDC2 (-84935)
NA_peak_32405	CHDC2 (-27125)
NA_peak_32406	CHDC2 (-26767)
NA_peak_32407	CHDC2 (+59111)
NA_peak_32408	CHDC2 (+95385)
NA_peak_32409	ENSG00000250349 (-997334), CHDC2 (+146196)
NA_peak_32410	ENSG00000250349 (-904516), CHDC2 (+239014)
NA_peak_32411	ENSG00000250349 (-882103), CHDC2 (+261427)
NA_peak_32412	ENSG00000250349 (-706179), CHDC2 (+437351)
NA_peak_32413	ENSG00000250349 (-581297), CHDC2 (+562233)
NA_peak_32414	ENSG00000250349 (-567314), CHDC2 (+576216)
NA_peak_32415	ENSG00000250349 (-507901), CHDC2 (+635629)
NA_peak_32416	ENSG00000250349 (-484160), CHDC2 (+659370)
NA_peak_32417	ENSG00000250349 (-394559), CHDC2 (+748971)
NA_peak_32418	ENSG00000250349 (-354624), CHDC2 (+788906)
NA_peak_32419	LANCL3 (-215824), PRRG1 (+6498)
NA_peak_32420	CYBB (-34418), XK (+59834)
NA_peak_32421	CYBB (+16604), DYNLT3 (+51022)
NA_peak_32422	CYBB (+17239), DYNLT3 (+50387)
NA_peak_32423	CXorf27 (-126672), DYNLT3 (-16508)
NA_peak_32424	SYTL5 (-24822), CXorf27 (+17895)
NA_peak_32425	SYTL5 (-20293), CXorf27 (+22424)
NA_peak_32426	SRPX (+90914), SYTL5 (+96451)
NA_peak_32427	SRPX (+8962), SYTL5 (+178403)
NA_peak_32428	SRPX (-25514), RPGR (+81131)
NA_peak_32429	SRPX (-91261), RPGR (+15384)
NA_peak_32430	SRPX (-97881), RPGR (+8764)
NA_peak_32431	SRPX (-105522), RPGR (+1123)
NA_peak_32432	RPGR (-15432), OTC (-9569)
NA_peak_32433	RPGR (-16146), OTC (-8855)
NA_peak_32434	RPGR (-19433), OTC (-5568)
NA_peak_32435	TSPAN7 (-154825), OTC (+54000)
NA_peak_32436	TSPAN7 (-70731), OTC (+138094)
NA_peak_32437	MID1IP1 (-125384), TSPAN7 (+116979)
NA_peak_32438	MID1IP1 (-45956), TSPAN7 (+196407)
NA_peak_32439	MID1IP1 (+2794)
NA_peak_32440	MID1IP1 (+240293)
NA_peak_32441	MID1IP1 (+391770), BCOR (+901900)
NA_peak_32442	MID1IP1 (+399492), BCOR (+894178)
NA_peak_32443	MID1IP1 (+446397), BCOR (+847273)
NA_peak_32444	MID1IP1 (+477647), BCOR (+816023)
NA_peak_32445	MID1IP1 (+570776), BCOR (+722894)
NA_peak_32446	BCOR (+621888), MID1IP1 (+671782)
NA_peak_32447	BCOR (+455517), MID1IP1 (+838153)
NA_peak_32448	BCOR (+325199), MID1IP1 (+968471)
NA_peak_32449	BCOR (+275746)
NA_peak_32450	ATP6AP2 (-426586), BCOR (-56918)
NA_peak_32451	ATP6AP2 (-307942), BCOR (-175562)
NA_peak_32452	BCOR (-453062), ATP6AP2 (-30442)
NA_peak_32453	MED14 (+57258), ATP6AP2 (+97365)
NA_peak_32454	MED14 (-3347)
NA_peak_32455	USP9X (-183089), MED14 (-167016)
NA_peak_32456	MED14 (-189021), USP9X (-161084)
NA_peak_32457	DDX3X (-236966), USP9X (+10797)
NA_peak_32458	DDX3X (-223656), USP9X (+24107)
NA_peak_32459	DDX3X (-172981), USP9X (+74782)
NA_peak_32460	DDX3X (-153827), USP9X (+93936)
NA_peak_32461	DDX3X (-97694), USP9X (+150069)
NA_peak_32462	GPR34 (-141395), NYX (+100144)
NA_peak_32463	GPR34 (-140070), NYX (+101469)
NA_peak_32464	GPR34 (-138497), NYX (+103042)
NA_peak_32465	GPR34 (-101574), NYX (+139965)
NA_peak_32466	GPR34 (-71041), NYX (+170498)
NA_peak_32467	GPR34 (-66506), NYX (+175033)
NA_peak_32468	GPR34 (-24944), NYX (+216595)
NA_peak_32469	GPR34 (-23801), NYX (+217738)
NA_peak_32470	GPR82 (-5151), GPR34 (+30031)
NA_peak_32471	GPR82 (+35799), CASK (+163061)
NA_peak_32472	GPR82 (+57607), CASK (+141253)
NA_peak_32473	CASK (+2763), GPR82 (+196097)
NA_peak_32474	CASK (-110986)
NA_peak_32475	CASK (-224544)
NA_peak_32476	CASK (-381762)
NA_peak_32477	CASK (-509213)
NA_peak_32478	CASK (-577952)
NA_peak_32479	CASK (-679513)
NA_peak_32480	CASK (-680218)
NA_peak_32481	CASK (-697156)
NA_peak_32482	MAOA (-937716), CASK (-795483)
NA_peak_32483	MAOA (-919779), CASK (-813420)
NA_peak_32484	CASK (-900508), MAOA (-832691)
NA_peak_32485	MAOA (-726500)
NA_peak_32486	MAOA (-665494)
NA_peak_32487	MAOA (-664437)
NA_peak_32488	MAOA (-590973)
NA_peak_32489	MAOA (-475590)
NA_peak_32490	MAOA (-243387)
NA_peak_32491	MAOA (-189640)
NA_peak_32492	MAOA (-84827)
NA_peak_32493	MAOA (-50058)
NA_peak_32494	MAOA (-14459)
NA_peak_32495	MAOA (+7150), MAOB (+219076)
NA_peak_32496	MAOA (+20686), MAOB (+205540)
NA_peak_32497	MAOA (+41969), MAOB (+184257)
NA_peak_32498	MAOA (+45965), MAOB (+180261)
NA_peak_32499	MAOB (+21398), MAOA (+204828)
NA_peak_32500	NDP (-262827), EFHC2 (+107341)
NA_peak_32501	NDP (-314654), EFHC2 (+55514)
NA_peak_32502	EFHC2 (-39927), FUNDC1 (+159402)
NA_peak_32503	DUSP21 (-176952), FUNDC1 (-124050)
NA_peak_32504	KDM6A (+97540), CXorf36 (+229849)
NA_peak_32505	KDM6A (+103186), CXorf36 (+224203)
NA_peak_32506	CXorf36 (+161367), KDM6A (+166022)
NA_peak_32507	CXorf36 (+102477), KDM6A (+224912)
NA_peak_32508	CXorf36 (-54060)
NA_peak_32509	CXorf36 (-55343)
NA_peak_32510	CXorf36 (-94718)
NA_peak_32511	KRBOX4 (-940255), CXorf36 (-305891)
NA_peak_32512	KRBOX4 (-785434), CXorf36 (-460712)
NA_peak_32513	KRBOX4 (-681324), CXorf36 (-564822)
NA_peak_32514	KRBOX4 (-671475), CXorf36 (-574671)
NA_peak_32515	CXorf36 (-649997), KRBOX4 (-596149)
NA_peak_32516	CXorf36 (-653786), KRBOX4 (-592360)
NA_peak_32517	CXorf36 (-660348), KRBOX4 (-585798)
NA_peak_32518	CXorf36 (-662821), KRBOX4 (-583325)
NA_peak_32519	CXorf36 (-672342), KRBOX4 (-573804)
NA_peak_32520	CXorf36 (-694689), KRBOX4 (-551457)
NA_peak_32521	CXorf36 (-847412), KRBOX4 (-398734)
NA_peak_32522	CXorf36 (-938091), KRBOX4 (-308055)
NA_peak_32523	KRBOX4 (-222674)
NA_peak_32524	KRBOX4 (-146616)
NA_peak_32525	KRBOX4 (-145706)
NA_peak_32526	ZNF674 (+19659), KRBOX4 (+78925)
NA_peak_32527	CHST7 (+64687), SLC9A7 (+120584)
NA_peak_32528	RP2 (+583)
NA_peak_32529	PHF16 (-57062), RP2 (+18431)
NA_peak_32530	PHF16 (-51738), RP2 (+23755)
NA_peak_32531	PHF16 (-10041), RP2 (+65452)
NA_peak_32532	RGN (-76243), PHF16 (+89664)
NA_peak_32533	ZNF157 (-124141), USP11 (+13527)
NA_peak_32534	ZNF157 (-91703), USP11 (+45965)
NA_peak_32535	ZNF157 (-54157), USP11 (+83511)
NA_peak_32536	ZNF41 (-855)
NA_peak_32537	ZNF81 (-123581), UXT (-54204)
NA_peak_32538	FTSJ1 (-164)
NA_peak_32539	WDR13 (-33)
NA_peak_32540	GATA1 (-75197), SUV39H1 (+14779)
NA_peak_32541	PCSK1N (-45582), TIMM17B (+15809)
NA_peak_32542	KCND1 (-572)
NA_peak_32543	GRIPAP1 (-1557)
NA_peak_32544	GRIPAP1 (-40598), TFE3 (+1739)
NA_peak_32545	TFE3 (-10014), PRAF2 (+20704)
NA_peak_32546	GPKOW (-42883), PLP2 (-5239)
NA_peak_32547	FOXP3 (-4784), PPP1R3F (-245)
NA_peak_32548	GAGE1 (+7189), PAGE1 (+89742)
NA_peak_32549	GAGE1 (+44494), PAGE1 (+52437)
NA_peak_32550	PAGE1 (+43941), GAGE1 (+52990)
NA_peak_32551	CLCN5 (-20769), USP27X (+21986)
NA_peak_32552	CLCN5 (-18210), USP27X (+24545)
NA_peak_32553	CLCN5 (+103224), AKAP4 (+175215)
NA_peak_32554	CLCN5 (+130976), AKAP4 (+147463)
NA_peak_32555	AKAP4 (+130391), CLCN5 (+148048)
NA_peak_32556	AKAP4 (+86865), CLCN5 (+191574)
NA_peak_32557	AKAP4 (+27104), CLCN5 (+251335)
NA_peak_32558	AKAP4 (-3964), CCNB3 (+212)
NA_peak_32559	CCNB3 (+192363), SHROOM4 (+395265)
NA_peak_32560	SHROOM4 (+227392), CCNB3 (+360236)
NA_peak_32561	SHROOM4 (+55525), CCNB3 (+532103)
NA_peak_32562	SHROOM4 (+588)
NA_peak_32563	NUDT10 (-385953), BMP15 (+35346)
NA_peak_32564	GSPT2 (-218238), NUDT11 (-28795)
NA_peak_32565	MAGED1 (-57487), GSPT2 (+92767)
NA_peak_32566	MAGED1 (-26662), GSPT2 (+123592)
NA_peak_32567	MAGED1 (+24918)
NA_peak_32568	MAGED1 (+26793)
NA_peak_32569	MAGED1 (+83011), SSX7 (+964204)
NA_peak_32570	MAGED1 (+181057), SSX7 (+866158)
NA_peak_32571	MAGED1 (+286342), SSX7 (+760873)
NA_peak_32572	MAGED1 (+387382), SSX7 (+659833)
NA_peak_32573	SSX7 (+503452), MAGED1 (+543763)
NA_peak_32574	SSX7 (+365231), MAGED1 (+681984)
NA_peak_32575	SSX7 (+230541), MAGED1 (+816674)
NA_peak_32576	TSPYL2 (-7765), GPR173 (+25511)
NA_peak_32577	TSPYL2 (+944)
NA_peak_32578	HSD17B10 (-17877), HUWE1 (+231917)
NA_peak_32579	HUWE1 (-261928), PHF8 (+98640)
NA_peak_32580	HUWE1 (-324873), PHF8 (+35695)
NA_peak_32581	HUWE1 (-325274), PHF8 (+35294)
NA_peak_32582	PHF8 (-226643), WNK3 (+86113)
NA_peak_32583	WNK3 (-1636)
NA_peak_32584	WNK3 (-58318), TSR2 (-24078)
NA_peak_32585	TSR2 (-120)
NA_peak_32586	GNL3L (+51751), ITIH6 (+216278)
NA_peak_32587	GNL3L (+105535), ITIH6 (+162494)
NA_peak_32588	TRO (-111786), ITIH6 (-10785)
NA_peak_32589	ITIH6 (-93811), TRO (-28760)
NA_peak_32590	ALAS2 (-81560), MTRNR2L10 (+69887)
NA_peak_32591	ALAS2 (-121275), MTRNR2L10 (+30172)
NA_peak_32592	MAGEH1 (+9357), USP51 (+27740)
NA_peak_32593	FOXR2 (-111663), USP51 (-22535)
NA_peak_32594	KLF8 (-135855), RRAGB (+379307)
NA_peak_32595	UBQLN2 (-86835), KLF8 (+243711)
NA_peak_32596	ZXDB (-72023), FAAH2 (+233107)
NA_peak_32597	ZXDB (-19483), FAAH2 (+285647)
NA_peak_32598	ZXDA (-624345)
NA_peak_32599	SPIN4 (+4415)
NA_peak_32600	SPIN4 (+1918)
NA_peak_32601	SPIN4 (+872)
NA_peak_32602	SPIN4 (-140315), ARHGEF9 (+263460)
NA_peak_32603	SPIN4 (-402595), ARHGEF9 (+1180)
NA_peak_32604	ARHGEF9 (-55034), AMER1 (+395597)
NA_peak_32605	ARHGEF9 (-192189), AMER1 (+258442)
NA_peak_32606	MTMR8 (-63890), ZC4H2 (+517163)
NA_peak_32607	ZC3H12B (-294005), ZC4H2 (-218246)
NA_peak_32608	ZC4H2 (-419519), ZC3H12B (-92732)
NA_peak_32609	ZC4H2 (-475529), ZC3H12B (-36722)
NA_peak_32610	ZC4H2 (-488073), ZC3H12B (-24178)
NA_peak_32611	HEPH (-112006), VSIG4 (-10436)
NA_peak_32612	HEPH (-93262), VSIG4 (-29180)
NA_peak_32613	EDA2R (+237723), HEPH (+238769)
NA_peak_32614	AR (-781298), EDA2R (-124284)
NA_peak_32615	AR (-493658), EDA2R (-411924)
NA_peak_32616	AR (+156180), OPHN1 (+733002)
NA_peak_32617	OPHN1 (+373260), AR (+515922)
NA_peak_32618	OPHN1 (+124195), AR (+764987)
NA_peak_32619	OPHN1 (+86186), AR (+802996)
NA_peak_32620	OPHN1 (+12419), AR (+876763)
NA_peak_32621	STARD8 (-111459), YIPF6 (+37986)
NA_peak_32622	EFNB1 (+109037), PJA1 (+227487)
NA_peak_32623	EFNB1 (+161075), PJA1 (+175449)
NA_peak_32624	FAM155B (-180196), PJA1 (-159524)
NA_peak_32625	EDA (-51236), FAM155B (+59591)
NA_peak_32626	AWAT2 (+147508), EDA (+286369)
NA_peak_32627	AWAT2 (+72970), EDA (+360907)
NA_peak_32628	OTUD6A (-3534)
NA_peak_32629	AWAT1 (-8666), DGAT2L6 (+48506)
NA_peak_32630	P2RY4 (+4647), AWAT1 (+20502)
NA_peak_32631	GDPD2 (-92734), KIF4A (+40207)
NA_peak_32632	GDPD2 (-78779), KIF4A (+54162)
NA_peak_32633	DLG3 (+110146), TEX11 (+353596)
NA_peak_32634	FOXO4 (+3248), IL2RG (+12186)
NA_peak_32635	FOXO4 (+7314), IL2RG (+8120)
NA_peak_32636	ITGB1BP2 (-471)
NA_peak_32637	OGT (-45244), TAF1 (+121534)
NA_peak_32638	PIN4 (-403338), CXCR3 (-159831)
NA_peak_32639	CXCR3 (-291899), PIN4 (-271270)
NA_peak_32640	CXCR3 (-349404), PIN4 (-213765)
NA_peak_32641	CXCR3 (-397351), PIN4 (-165818)
NA_peak_32642	CXCR3 (-411812), PIN4 (-151357)
NA_peak_32643	ERCC6L (-23191), RPS4X (+15062)
NA_peak_32644	CITED1 (-63872), HDAC8 (+202081)
NA_peak_32645	CITED1 (-95180), HDAC8 (+170773)
NA_peak_32646	CITED1 (-167186), HDAC8 (+98767)
NA_peak_32647	CITED1 (-233281), HDAC8 (+32672)
NA_peak_32648	CITED1 (-253743), HDAC8 (+12210)
NA_peak_32649	DMRTC1B (+645)
NA_peak_32650	PABPC1L2B (-120190), DMRTC1 (-7354)
NA_peak_32651	DMRTC1 (-67075), PABPC1L2B (-60469)
NA_peak_32652	NAP1L6 (-7299), NAP1L2 (+79466)
NA_peak_32653	NAP1L2 (-123007), CDX4 (-109399)
NA_peak_32654	CHIC1 (-61433), CDX4 (+54521)
NA_peak_32655	ZCCHC13 (-74497), CHIC1 (+666484)
NA_peak_32656	SLC16A2 (+94382), RLIM (+98774)
NA_peak_32657	RLIM (-283005), KIAA2022 (+27863)
NA_peak_32658	RLIM (-299200), KIAA2022 (+11668)
NA_peak_32659	KIAA2022 (-188387), ABCB7 (+42425)
NA_peak_32660	UPRT (+32189), ZDHHC15 (+216978)
NA_peak_32661	FGF16 (-103093), MAGEE1 (+958509)
NA_peak_32662	FGF16 (+115335), ATRX (+216719)
NA_peak_32663	ATRX (+131926), FGF16 (+200128)
NA_peak_32664	ATRX (+117241), FGF16 (+214813)
NA_peak_32665	ATRX (+87104), FGF16 (+244950)
NA_peak_32666	ATRX (+53577), FGF16 (+278477)
NA_peak_32667	ATRX (+53101), FGF16 (+278953)
NA_peak_32668	ATRX (+41714), FGF16 (+290340)
NA_peak_32669	ATP7A (+2081), PGAM4 (+56855)
NA_peak_32670	CYSLTR1 (-198695), ZCCHC5 (+133150)
NA_peak_32671	CYSLTR1 (-279420), ZCCHC5 (+52425)
NA_peak_32672	CYSLTR1 (-314363), ZCCHC5 (+17482)
NA_peak_32673	CYSLTR1 (-326103), ZCCHC5 (+5742)
NA_peak_32674	LPAR4 (-68469), ZCCHC5 (-19912)
NA_peak_32675	ZCCHC5 (-49151), LPAR4 (-39230)
NA_peak_32676	ZCCHC5 (-64376), LPAR4 (-24005)
NA_peak_32677	P2RY10 (-181744), LPAR4 (+15968)
NA_peak_32678	TBX22 (-571892), ITM2A (-82993)
NA_peak_32679	TBX22 (-550891), ITM2A (-103994)
NA_peak_32680	TBX22 (-544284), ITM2A (-110601)
NA_peak_32681	TBX22 (-479488), ITM2A (-175397)
NA_peak_32682	TBX22 (-465842), ITM2A (-189043)
NA_peak_32683	TBX22 (-429778), ITM2A (-225107)
NA_peak_32684	TBX22 (-397492), ITM2A (-257393)
NA_peak_32685	TBX22 (-342925), ITM2A (-311960)
NA_peak_32686	ITM2A (-444759), TBX22 (-210126)
NA_peak_32687	ITM2A (-579179), TBX22 (-75706)
NA_peak_32688	TBX22 (+250015), BRWD3 (+537431)
NA_peak_32689	TBX22 (+268729), BRWD3 (+518717)
NA_peak_32690	TBX22 (+304225), BRWD3 (+483221)
NA_peak_32691	BRWD3 (+338295), TBX22 (+449151)
NA_peak_32692	BRWD3 (+337965), TBX22 (+449481)
NA_peak_32693	BRWD3 (+298999), TBX22 (+488447)
NA_peak_32694	BRWD3 (+231007), TBX22 (+556439)
NA_peak_32695	BRWD3 (+207043), TBX22 (+580403)
NA_peak_32696	BRWD3 (+82155), TBX22 (+705291)
NA_peak_32697	BRWD3 (+60471), TBX22 (+726975)
NA_peak_32698	BRWD3 (+39861), TBX22 (+747585)
NA_peak_32699	SH3BGRL (-28), HMGN5 (+27)
NA_peak_32700	HMGN5 (-6414)
NA_peak_32701	HMGN5 (-51794)
NA_peak_32702	HMGN5 (-206694)
NA_peak_32703	HMGN5 (-421882)
NA_peak_32704	HMGN5 (-612156)
NA_peak_32705	NONE
NA_peak_32706	NONE
NA_peak_32707	NONE
NA_peak_32708	NONE
NA_peak_32709	NONE
NA_peak_32710	POU3F4 (-767463)
NA_peak_32711	POU3F4 (-763788)
NA_peak_32712	POU3F4 (-694326)
NA_peak_32713	POU3F4 (-632188)
NA_peak_32714	POU3F4 (-572732)
NA_peak_32715	POU3F4 (-359254)
NA_peak_32716	CYLC1 (-351279), POU3F4 (+1606)
NA_peak_32717	CYLC1 (-228639), POU3F4 (+124246)
NA_peak_32718	CYLC1 (-101464), POU3F4 (+251421)
NA_peak_32719	CYLC1 (-58463), POU3F4 (+294422)
NA_peak_32720	CYLC1 (-56642), POU3F4 (+296243)
NA_peak_32721	CYLC1 (-53977), POU3F4 (+298908)
NA_peak_32722	CYLC1 (-53325), POU3F4 (+299560)
NA_peak_32723	CYLC1 (-50922), POU3F4 (+301963)
NA_peak_32724	CYLC1 (-16111), POU3F4 (+336774)
NA_peak_32725	CYLC1 (+75041), RPS6KA6 (+251720)
NA_peak_32726	CYLC1 (+79136), RPS6KA6 (+247625)
NA_peak_32727	CYLC1 (+140645), RPS6KA6 (+186116)
NA_peak_32728	RPS6KA6 (+139865), CYLC1 (+186896)
NA_peak_32729	RPS6KA6 (+84706), CYLC1 (+242055)
NA_peak_32730	RPS6KA6 (+54453), CYLC1 (+272308)
NA_peak_32731	RPS6KA6 (-55214), HDX (+259332)
NA_peak_32732	RPS6KA6 (-56370), HDX (+258176)
NA_peak_32733	RPS6KA6 (-147516), HDX (+167030)
NA_peak_32734	RPS6KA6 (-169666), HDX (+144880)
NA_peak_32735	RPS6KA6 (-244758), HDX (+69788)
NA_peak_32736	APOOL (-417563), HDX (-83808)
NA_peak_32737	APOOL (-397216), HDX (-104155)
NA_peak_32738	APOOL (-381972), HDX (-119399)
